金水区,精装温馨卧室，采光好,银基王朝四期,面积：11.00㎡,"['楼层：3/33层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：金水区福元路与英协路交叉口向西200米路西,930
金水区,温馨精装卧室，采光好，环境好,银基王朝四期,面积：12.00㎡,"['楼层：4/33层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：金水区福元路与英协路交叉口向西200米路西,960
高新区,大学科技园附近红河瀛园，精装单间，家电齐全，随时看房,红河瀛园二期,面积：15.00㎡,"['楼层：7/18层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：高新区五龙口南路与秦岭路交叉口,800
高新区,空间大，押一付一，精装修,睿智花园,面积：15.00㎡,"['楼层：6/7层', '朝向：南', '户型：6室1厅1厨2卫']",风格：普通,入住时间：立即入住,,地址：高新区梧桐街与银屏路向西100米路北,700
高新区,广告产业园，丹尼斯旁/BRT直达863，威科姆,正弘高新数码港,面积：14.00㎡,"['楼层：10/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：科学大道瑞达路,1060
高新区,工大南门/临近地铁首发站/863，威科姆旁/朝南阳台,学府花园(高新),面积：25.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：高新区莲花街99号院学府花园,1060
高新区,工大南门/临近地铁首发站/863，威科姆旁/总部企业基地,学府花园(高新),面积：18.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：高新区莲花街99号院学府花园,800
中原区,碧沙岗地铁口 紧邻王府井 小区环境优美 管理完善 出门就有公交车,盛润锦绣城,面积：8.00㎡,"['楼层：7/32层', '朝向：南', '户型：5室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中原区棉纺路与工人路交叉口,860
中原区,悦如家具  带阳台 朝南 光线好 明亮,嵩山路12号院高层,面积：17.50㎡,"['楼层：27/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：嵩山路汝河路交叉口向南100米路西,1130
中原区,主卧带独立卫生间 带拐弯飘窗 悦如家具,嵩山路12号院高层,面积：19.30㎡,"['楼层：16/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：嵩山路汝河路交叉口向南100米路西,1200
金水区,金水区天伦路9号院26号栋楼东2单元9层901C卧,琥珀名城,面积：12.00㎡,"['楼层：9/18层', '朝向：南', '户型：4室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：三全路中州大道交叉口向西300米路南,900
金水区,花园路宏明路交叉口汉飞城市花园二期41号楼2单元5楼西户A房间,汉飞城市公园二期,面积：18.00㎡,"['楼层：5/7层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：花园路与宏明路交叉口路西500米,880
金水区,农业路博物馆对面超大单间,中亨文华苑,面积：15.00㎡,"['楼层：15/22层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：郑州市金水区经七路与丰产路交叉口南100米,1615
高新区,三室次卧，朝南次卧，押一付一，出门公交站,谦祥万和城D区,面积：16.00㎡,"['楼层：29/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,830
高新区,押一付一 50M网 双气,翰林国际城桃李园,面积：15.00㎡,"['楼层：5/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：莲花街长椿路交叉口,860
中原区,【大学科技园】【温馨小次卧】【绿城服务】【低奢小资调】,城开绿园,面积：9.00㎡,"['楼层：23/33层', '朝向：南', '户型：4室4厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：五龙口南路董寨路,750
中原区,建设路西三环地铁口家具家电齐全 拎包入住,物华城上城,面积：14.00㎡,"['楼层：6/15层', '朝向：南', '户型：4室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,,地址：中原区建设西路与西三环交叉口东北角,960
中原区,精装修  房租可月付 阳光充足  环境优美,罗庄小区,面积：15.00㎡,"['楼层：29/31层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,800
中原区,朝南  带飘窗 悦如家具 光线好 明亮,嵩山路12号院高层,面积：20.15㎡,"['楼层：25/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：嵩山路汝河路交叉口向南100米路西,830
金水区,三全路丰庆路省体中心 舒适双人间 精装高品质,豫武康居花园,面积：15.00㎡,"['楼层：22/28层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,750
金水区,国基路沙门站 超大阳台大卧室 免费看房 可月付,瀚海晴洲,面积：12.85㎡,"['楼层：7/26层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：花园路国基路交叉口向西200米路北,1380
金水区,朝南超大卧室，全景落地窗，出门丹尼斯广场，多趟BRT直达,丰源官邸,面积：35.00㎡,"['楼层：10/18层', '朝向：南', '户型：5室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：未来路商城路交叉口东50米路北,1330
金水区,朝南飘窗 民航路地铁口,银基王朝四期,面积：16.00㎡,"['楼层：19/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：金水区福元路与英协路交叉口向西200米路西,1000
中原区,独卫主卧，带浴缸，无中介费，家电全新，小区环境好,帝湖花园（多层）,面积：18.80㎡,"['楼层：3/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：航海西路与工人路交叉口向南200米路西,1260
中原区,西元国际旁、秦岭路地铁C口、朝南大飘窗,六合幸福门二期,面积：18.00㎡,"['楼层：20/33层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：秦岭路与岗坡路交叉口西北角,930
中原区,【朝南主卧带飘窗】【大学科技园】【B6快速公交】,西湖新城（多层）,面积：12.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：电厂路五龙口南路南300米,800
中原区,碧沙岗地铁口 国棉四厂 生活设施齐全 小区管理完善,盛润锦绣城,面积：10.00㎡,"['楼层：28/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：中原区棉纺路与工人路交叉口,830
金水区,宏明路 七中新校 电梯洋房 四季温泉水 精致单间,郑州国际城,面积：11.00㎡,"['楼层：4/8层', '朝向：东南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：花园路宏明路交叉口向西600米路北,800
金水区,精装 朝南小次 带阳台,博瑞花园,面积：12.00㎡,"['楼层：5/18层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：英协路与凤鸣路150米路北,1160
金水区,领包入住，随时看房，采光无敌，户型方正,开祥御龙城,面积：18.00㎡,"['楼层：14/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：东风路天名路交叉口,1072
金水区,天明路东风路，精装单间出租，随时看房，领包入住,开祥御龙城,面积：25.00㎡,"['楼层：14/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：东风路天名路交叉口,1330
中原区,西三环附近 交通便利 高性价比卧室 配套齐全,阳光世纪城8-9号楼,面积：16.00㎡,"['楼层：29/33层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：建设路三官庙社区阳光世纪城小区,800
中原区,西三环附近 交通便利 主卧带阳台 配套齐全,阳光世纪城8-9号楼,面积：18.00㎡,"['楼层：29/33层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：建设路三官庙社区阳光世纪城小区,730
中原区,高端小区 24小时门口 给您一个温暖的家 高性价比次卧,保利百合小区,面积：13.00㎡,"['楼层：8/33层', '朝向：南', '户型：4室0厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：建设路工农路交叉口往北300米,730
中原区,秦岭路地铁口  豪华精装修房源  拎包入住,六合幸福门一期,面积：18.00㎡,"['楼层：28/33层', '朝向：西南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：建设路秦岭路交叉口往北200米,1000
金水区,三全路文化中心！家电齐全 精装大单间,东岸尚景,面积：8.60㎡,"['楼层：22/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：三全路与渠东路交叉口向东100米路南,860
惠济区,南阳路附近，升龙汇金精装次卧小区环境优美，安全高，可月付,升龙汇金,面积：12.30㎡,"['楼层：33/33层', '朝向：东', '户型：3室0厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：南阳路与东风路交汇处向北300米路西,850
惠济区,精装，家电全齐全新，可月付，可刷卡,金蓝湾,面积：17.46㎡,"['楼层：15/29层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：金杯路宏达路交叉口,900
金水区,三全路康居花园3-1-2304,豫武康居花园,面积：11.00㎡,"['楼层：23/25层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,960
金水区,宏明路 七中新校 电梯洋房 四季温泉水 温馨双人间,郑州国际城,面积：10.22㎡,"['楼层：3/8层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：花园路宏明路交叉口向西600米路北,780
惠济区,,万科天伦紫台,面积：10.00㎡,"['楼层：6/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：2019-05-04,,地址：北四环路南园北路西,900
惠济区,,万科天伦紫台,面积：24.00㎡,"['楼层：8/8层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-05,独卫,地址：北四环路南园北路西,1330
惠济区,,木马嘉苑,面积：15.00㎡,"['楼层：7/25层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：2019-05-05,,地址：文化路与开元路交叉口向西200米路南,600
惠济区,4号楼1单元2301D,木马嘉苑,面积：20.00㎡,"['楼层：23/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：文化路与开元路交叉口向西200米路南,850
惠济区,4号楼1单元2301A,木马嘉苑,面积：26.00㎡,"['楼层：23/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：普通,入住时间：立即入住,飘窗,地址：文化路与开元路交叉口向西200米路南,1000
惠济区,4号楼1单元2301C,木马嘉苑,面积：22.00㎡,"['楼层：23/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：文化路与开元路交叉口向西200米路南,880
惠济区,4号楼1单元2301B,木马嘉苑,面积：22.00㎡,"['楼层：23/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：文化路与开元路交叉口向西200米路南,1260
金水区,康居花园1-2-1004 E卧室,豫武康居花园,面积：11.00㎡,"['楼层：10/25层', '朝向：南', '户型：5室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,730
金水区,康居花园1-2-1004  B卧室,豫武康居花园,面积：19.30㎡,"['楼层：10/25层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：丰庆路三全路交叉口向北200米,1100
金水区,温馨卧室，临近东建材,永恒理想公元,面积：14.00㎡,"['楼层：14/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：中州大道郑汴路向西100米路南,1130
金水区,朝南带阳台，房间面积大，全新家具家电,升龙凤凰城C区,面积：16.00㎡,"['楼层：29/32层', '朝向：南', '户型：3室2厅1厨1卫']",风格：纽约故事,入住时间：立即入住,,地址：郑汴路玉凤路交叉口,960
金水区,七中新校 三全路 柳林地铁口 阳台 采光好,风雅颂天骄学府南区,面积：15.22㎡,"['楼层：5/7层', '朝向：南', '户型：4室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,,地址：金水区花园路与新柳路交叉口100米路南,930
惠济区,,毛庄惠文社区,面积：15.00㎡,"['楼层：5/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-09,飘窗,地址：新城路与清华园路交叉口路北毛庄惠文社区,1030
惠济区,,碧源月湖景园小区,面积：9.00㎡,"['楼层：22/30层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：2019-04-29,,地址：文化路与开元路交叉口,860
惠济区,,升龙汇金,面积：16.00㎡,"['楼层：25/25层', '朝向：南', '户型：4室1厅1厨1卫']",风格：纽约故事,入住时间：2019-05-06,,地址：南阳路与东风路交汇处向北300米路西,577
惠济区,,升龙汇金,面积：26.00㎡,"['楼层：24/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-02,,地址：南阳路与东风路交汇处向北300米路西,730
惠济区,,升龙汇金,面积：26.00㎡,"['楼层：15/25层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-01,,地址：南阳路与东风路交汇处向北300米路西,1280
惠济区,,木马嘉苑,面积：12.00㎡,"['楼层：10/25层', '朝向：南', '户型：6室1厅1厨3卫']",风格：柠檬树,入住时间：2019-05-05,,地址：文化路与开元路交叉口向西200米路南,600
惠济区,,木马嘉苑,面积：16.00㎡,"['楼层：25/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：2019-04-26,,地址：文化路与开元路交叉口向西200米路南,1050
惠济区,,杨庄惠弘新园,面积：19.00㎡,"['楼层：30/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-03,独卫,地址：北大学城文化路与英才街西200米路南惠弘新园,1330
惠济区,,杨庄惠弘新园,面积：11.50㎡,"['楼层：26/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：2019-05-02,,地址：北大学城文化路与英才街西200米路南惠弘新园,930
惠济区,,杨庄惠弘新园,面积：7.50㎡,"['楼层：8/29层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：2019-04-28,,地址：北大学城文化路与英才街西200米路南惠弘新园,508
金水区,康苑居4号楼9楼54室A房间,康苑居,面积：15.00㎡,"['楼层：9/18层', '朝向：南', '户型：4室1厅1厨2卫']",风格：,入住时间：立即入住,,地址：花园路三全路交汇处往东500米路北,900
金水区,家具家电齐全，装修精美，交通便利，周围商业圈丰富,白庙小区,面积：15.00㎡,"['楼层：21/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,930
金水区,东风路科技市场  带独卫 朝南  精致,白庙小区,面积：15.00㎡,"['楼层：11/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,1260
金水区,宏明路 七中新校 电梯洋房 四季温泉水 温馨双人间,郑州国际城,面积：10.00㎡,"['楼层：6/8层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：花园路宏明路交叉口向西600米路北,800
金水区,宏明路 七中新校 电梯洋房 四季温泉水 温馨双人间,郑州国际城,面积：11.70㎡,"['楼层：5/8层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：花园路宏明路交叉口向西600米路北,800
金水区,三全路丰庆路省体中心 舒适双人间 免费看房,豫武康居花园,面积：20.00㎡,"['楼层：16/25层', '朝向：东', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,900
金水区,北环路与花园路、朝南落地阳台、个人空间、1.8米双人床,罗马假日,面积：20.00㎡,"['楼层：10/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：花园路北环路交叉口,1000
金水区,【东建材】【升龙环球大厦】【精装卧室朝南带飘窗】【BRT】随时看房,升龙凤凰城D区,面积：15.00㎡,"['楼层：20/31层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：郑汴路玉凤路交叉口南400米,1130
惠济区,,升龙汇金,面积：18.00㎡,"['楼层：7/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：2019-04-26,,地址：南阳路与东风路交汇处向北300米路西,700
惠济区,,升龙汇金,面积：10.00㎡,"['楼层：8/25层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：2019-05-06,,地址：南阳路与东风路交汇处向北300米路西,630
惠济区,,升龙汇金,面积：22.00㎡,"['楼层：16/25层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：2019-04-30,飘窗,地址：南阳路与东风路交汇处向北300米路西,1060
惠济区,,升龙汇金,面积：25.00㎡,"['楼层：28/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-04-28,,地址：南阳路与东风路交汇处向北300米路西,1160
惠济区,,杨庄惠弘新园,面积：8.00㎡,"['楼层：5/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：2019-05-04,,地址：北大学城文化路与英才街西200米路南惠弘新园,500
惠济区,,杨庄惠弘新园,面积：14.00㎡,"['楼层：5/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：2019-05-01,,地址：北大学城文化路与英才街西200米路南惠弘新园,880
惠济区,,万科天伦紫台,面积：16.00㎡,"['楼层：7/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：普通,入住时间：2019-05-03,,地址：北四环路南园北路西,980
惠济区,,升龙汇金,面积：15.00㎡,"['楼层：16/25层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：2019-05-02,,地址：南阳路与东风路交汇处向北300米路西,800
金水区,东凤路地铁口，科技市场附近，白庙小区女生合租，拎包入住,白庙小区,面积：15.00㎡,"['楼层：8/32层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,950
金水区,东风路地铁口，百脑汇对面，合租朝阳主卧，房间大,白庙小区,面积：15.00㎡,"['楼层：23/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,930
金水区,三室合租主卧，东风路花园路，文化路，科技市场，硅谷广场，正弘城，凯旋广场，家电齐全，拎包入住,白庙小区,面积：15.00㎡,"['楼层：17/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,900
金水区,隔断，带阳台，布置温馨，房价大,白庙小区,面积：15.00㎡,"['楼层：17/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,1030
金水区,【凯德广场附近】【东建材】【BRT】【精装卧室，朝南带阳台】随时看房,升龙凤凰城D区,面积：20.00㎡,"['楼层：20/31层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑汴路玉凤路交叉口南400米,1130
金水区,【悦如公寓】【精装温馨卧室】【民航路地铁口】【光纤wifi】,新鑫花园,面积：11.00㎡,"['楼层：3/7层', '朝向：南', '户型：4室2厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：金水路英协路向南200米路东,830
金水区,东岸尚景，文化中心！大次卧！家电齐全！出门公交站,东岸尚景,面积：12.80㎡,"['楼层：16/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：三全路与渠东路交叉口向东100米路南,700
惠济区,,升龙汇金,面积：25.00㎡,"['楼层：27/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-02,,地址：南阳路与东风路交汇处向北300米路西,1180
惠济区,,升龙汇金,面积：14.00㎡,"['楼层：22/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：普通,入住时间：2019-04-28,,地址：南阳路与东风路交汇处向北300米路西,600
惠济区,,升龙汇金,面积：12.00㎡,"['楼层：9/29层', '朝向：东', '户型：3室2厅1厨1卫']",风格：纽约故事,入住时间：2019-04-13,,地址：南阳路与东风路交汇处向北300米路西,950
金水区,七中新校 三全路 柳林地铁口 大空间,风雅颂天骄学府北区,面积：22.00㎡,"['楼层：6/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：金水区花园路与新柳路交叉口100米路北,800
金水区,新鑫花园小区1号楼1单元2楼东户,新鑫花园,面积：19.00㎡,"['楼层：2/7层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：金水路英协路向南200米路东,1030
金水区,东风路地铁口，创新大厦附近，带阳台隔断，小区环境优美,白庙小区,面积：20.00㎡,"['楼层：11/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,970
金水区,汉飞金沙国际 单间出租，采光好，出行方便，随时看房,汉飞金沙国际,面积：20.00㎡,"['楼层：33/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：金水区金水路与沙口路交汇处东北角向北50米,800
金水区,东风路地铁口，科技市场附近，白庙小区精装单间,白庙小区,面积：15.00㎡,"['楼层：31/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,900
金水区,温馨单间，带独立 阳台，采光好,银基王朝三期,面积：20.00㎡,"['楼层：22/28层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：福元路英协路交叉口西200米路南,1000
金水区,朝南超大单间，超大窗户采光好,银基王朝三期,面积：30.00㎡,"['楼层：22/28层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：福元路英协路交叉口西200米路南,1481
金水区,康居花园5-1-1601C房间,豫武康居花园,面积：15.00㎡,"['楼层：16/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,700
金水区,主卧，朝南带阳台，精装全齐,宏益华香港城,面积：23.00㎡,"['楼层：19/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：南阳路岗杜北街交叉口东南角,1400
金水区,东风路地铁口，百脑汇对面，单间出租，交通便利，价格优惠,白庙小区,面积：16.00㎡,"['楼层：17/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,800
金水区,蓝堡湾附近 东风路地铁口，百脑汇对面，合租朝阳主卧，房间大,白庙小区,面积：18.00㎡,"['楼层：34/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,1170
金水区,宏明路 七中新校 电梯洋房 四季温泉水 超大空间,郑州国际城,面积：23.50㎡,"['楼层：4/8层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：花园路宏明路交叉口向西600米路北,1280
金水区,康居花园5-1-1601B房间,豫武康居花园,面积：15.00㎡,"['楼层：16/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,1260
金水区,朝南落地超大阳台，全新装修，首次出租,铭轩国际,面积：30.00㎡,"['楼层：17/30层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：中州大道白庄街东南角,1200
金水区,沙门汽配 瀚宇商务 精装温馨次卧 家电齐全 押一付一,金印阳光城,面积：10.30㎡,"['楼层：4/20层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：花园路与宏明路向西300米路南,830
金水区,沙门汽配 瀚宇商务 主卧独卫 朝南飘窗 精装家电齐全,金印阳光城,面积：22.30㎡,"['楼层：4/20层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：花园路与宏明路向西300米路南,1280
金水区,东风路地铁口，百脑汇对面，合租朝阳主卧，房间大,白庙小区,面积：18.00㎡,"['楼层：27/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,930
金水区,中州大道白庄街，东建材凯德广场，温馨主卧,铭轩国际,面积：26.00㎡,"['楼层：26/27层', '朝向：东南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中州大道白庄街东南角,1230
金水区,南阳路 精装单间 可月付 全新家具,情景博士园,面积：16.00㎡,"['楼层：10/17层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：南阳路兴铺隆路交叉口,750
金水区,百脑汇对面阳台房，精装全齐温馨，三室一厅的次卧，文博东路附近,白庙小区,面积：12.00㎡,"['楼层：20/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,850
金水区,大石桥 香港城 高层公寓单间 精装修朝南  全齐,宏益华香港城,面积：15.00㎡,"['楼层：17/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：立即入住,,地址：南阳路岗杜北街交叉口东南角,1000
金水区,康居花园3-1-2004E,豫武康居花园,面积：15.00㎡,"['楼层：20/24层', '朝向：南', '户型：5室1厅1厨2卫']",风格：,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,730
金水区,百脑汇对面，白庙小区次卧带阳台，家具家电齐全，拎包入住，,白庙小区,面积：15.00㎡,"['楼层：21/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：立即入住,,地址：金水区东风路与文博西路交汇处,1000
二七区,,虹欣佳苑,面积：21.89㎡,"['楼层：7/16层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：2019-04-29,飘窗,地址：京广路与保全街交叉口,780
二七区,,正商城泰园,面积：18.00㎡,"['楼层：28/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：2019-04-30,飘窗,地址：航海路碧云路交叉口往北200米路西,760
二七区,,亚星盛世家园,面积：16.80㎡,"['楼层：4/7层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：2019-05-09,飘窗,地址：长江路兴华南街西北角,1130
二七区,,万千世纪城,面积：11.80㎡,"['楼层：9/34层', '朝向：北', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：2018-12-07,飘窗,地址：人和路与汉江路交汇处西南角,760
二七区,,万千世纪城,面积：16.22㎡,"['楼层：17/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-05,飘窗,地址：人和路与汉江路交汇处西南角,930
二七区,,正商城泰园,面积：18.00㎡,"['楼层：20/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-01,,地址：航海路碧云路交叉口往北200米路西,980
